	comment	label	label_id
9198	پیتزا سرد شده بود موقعی که اوردن پاستا هم فقط پاستا بود باید مرغ و قارچ رو میگشتی توش شاید کمتر از انگشت‌های دست اونم بسیار ریز پیدا میکردی خیلی هم سیر داشت	SAD	1
9199	سلام، کیفیت غذاتون واقعا عالیه و تشکر میکنم اما دوتا مطلب یکی اینکه لطفا درب غذاها رو ببندید چون ریخته بود داخل پاکت و دوم اینکه ممنون میشم به توضیحات توجه کنید. به هر حال انقدر کیفیت بالا بود که ذره‌ای نمیشه ایراد گرفت.	HAPPY	0
9200	فقط سرویس دهی بیرون ضعیف	HAPPY	0
9201	دیزی دیدار عالیه و کیفیت غذاهاش حرف نداره … ولی کمیت غذا نسبت به گذشته کمتر شده! قبلا میرزا قاسمی خیلی بیشتر از این بود …	HAPPY	0
9202	اصلا کیفیت نداشت.. من نصف بیشترش رو ریختم دور …	SAD	1
9203	besiar khoshmaze va be moghe dastam resid	HAPPY	0
9204	کیفیت برنج پایین کیفیت گوشت پایین کیفیت پخت برنج پایین. شفته بود. فک کنم پیک با غذا کشتی گرفته بود، کاملا بهم ریخته شده بود و ظاهر نامناسبی داشت. در کل حجم و کیفیت غذا نسبت ب سفارشهای قبلی ک از این رستوران داشتم کمتر و پایینتر بود!!! فکر میکردم رستوران خوبی پیدا کردم. باید تجدید نظر کنم	SAD	1
9205	نان خامه‌ای برشی سفارش داده بودم، نان خامه‌ای ساده فرستادین، اگر نداشتید حداقل هماهنگ کنید نظر بپرسید بد نیست	HAPPY	0
9206	سس‌اش خیلی کم بود. ساندویچ تقریبا خشک بود.	SAD	1
9207	با کیفیت و قیمت مناسب مثل همیشه. دوسشون دارم.	HAPPY	0
9208	مرغ سوخاری‌های پرپروک بسیار بدطعم شده و قسمت‌های زائد مرغ گرفته نمی‌شن. اصلا توصیه نمی‌کنم که مرغ سوخاری سفارش دهید. سیب زمینی داخل بسته مرغ سوخاری هم خمیر و قسمتی از آن لاستیکی و بسیار چرب بود. به هیچ عنوان توصیه نمی‌کنم. خمیر پیتزا هم بسیار خشک بود و پیتزا هم کوچک بود. لطفا رسیدگی کنید.	SAD	1
9209	عالی بود فقط کاش کیفیتتون رو حفظ کنید! (اینکه پنیر رو وسط سیب زمینی ریخته بودید نه روش خیلی ایده خوبیه، نه پنیر هدر میره نه در ظرف رو کثیف میکنه)	HAPPY	0
9210	مرغ خیلی بوی بدی میداد سس هم ب طور کاملا مخصی مونده بود فقط سیب زمینی ش قابل خوردن بود	SAD	1
9211	بسیار خوشمزه و عالی بود. حتما امتحان کنید. گرم بدستم رسید، ولی تاخیر داشت.	HAPPY	0
9212	گوشت برگر اصلا کیفیت نداشت و پر از غضروف بود داخلش	SAD	1
9213	کمی طول کشید تا رسید و به نظرم کباب یه کم زیادی پخته شده بود ولی در کل خوشمزه بود و راضی بودم	HAPPY	0
9214	بر خلاف همیشه اینسری اصلا تازه نبود و کاملا نونش بیات بود و انگار مونده بود چندروز	SAD	1
9215	یکی از سفارشها که تقریبا آسیاب شده به دستم رسید!!!! درسفارش براونی هم نیمی از جعبه را با مافین پر کرده بودند والبته بدون تماس گرفتن واطلاع دادن و با سلیقه خودشان و با اختلاف قیمت!!!!! احترام به مشتری یعنی این؟؟؟؟؟!!!!!	SAD	1
9216	روی ساندویچ‌ها مشخصات نداشت	HAPPY	0
9217	اگه میدونستم نون پنیر بجای پیتزا میاد برای صبحانه سفارش میدادم	SAD	1
9218	مبلغ پول کالایی که موجود نداشتید را برای من پس ندادید.	SAD	1
9219	سلام. کباب یه جوری بود برنجشم فکر کنم مال دیشب بود با اینکه خیلی گرسنه بودم نتونستم بخورم	SAD	1
9220	قبض چاپی نیاورده بود و کیفیت جوجه بسیار خوب ولی زرشک پلو با مرغ جای کار دارشت امیدوارم اصلاح کنند.	HAPPY	0
9221	دوست داشتم تخم مرغ روی پیتزا کمی عسلی میبود	HAPPY	0
9222	با اینکه نوشته بودم نان برشته باشد ولی نان به صورت خمیر و نامطابق با خواست اینجانب تحویل گردید با اینکه دفعه اول کاملا مطابق خواست اینجانب تحویل شده بود. امیدوارم که همیشه مطابق خواست مشتری انجام شود.	SAD	1
9223	سالادش واقعا بد بود.. سالاد کلم با سسی که ترش شده بود ….. ولی ساندویچش خوب بود و بسته بندیش هم خوب بود. از مدیریت رستوران خواهش میکنم سس سالاد را تغییر بدند چون قابل خوردن نبود	SAD	1
9224	خیلی خشک بود. سس قارچ خیلی کم زده بودید و تقریبا نزده بودید.	HAPPY	0
9225	برای دومین بار بدون هماهنگی کالا متفاوت ارسال کردند که البته به پشتیبانی خوب اسنپفود اطلاع دادم اینبار و تفاوت مبلغ باز گردادنده شد	SAD	1
9226	خیلی خوشمزه و عالی بود. حجم و قیمتشم خیلی خوب بود. پیک محترم و خوش اخلاقی هم داشتن. دستتون درد نکنه	HAPPY	0
9227	لطفا درخواست‌ها رو بررسی کنید. بدون خیارشور سفارش دادم که پر از خیارشور بود	SAD	1
9228	عاااالی بود خرما کیفیت خیلی خوبی داشت خیلی هم زود آوردن	HAPPY	0
9229	نان ارسالی هیچ مشابهتی با سفارش ثبت شده نداشت مبلغ پرداختی بیشتر از قیمت نان ارسالی است که عودت نشد کیفیت نان بسیار بسیار پایین است	SAD	1
9230	خیلى دیر شد تایم هم تماشد اما غذا نرسیده	SAD	1
9231	مدیرت محترم لطفا پیگیری کنید ما از مشترهای شما هستیم غذا سرده سرد پنیر ساندویچ ماسیده بود از بس سرد بود من ۳۵۰۰۰هزارتومن هزینه کردم ولی اصلا راضی نبودم دارم ازینکه هردفعه از اژدر زاپاتا سفارش میدم پشیمون میشم	SAD	1
9232	نان علی رغم تاکید بر تازگی، تازه نبود	SAD	1
9233	نان پیده خیلی خمیره و دو قسمت انتهایی پیده خالی و خمیری بود. سوسیس پیده هم خیلی با کیفیت نبود	SAD	1
9234	دمتون گرم، مثل همیشه ساندویچ خوشمزه بود و بموقع دستمون رسید. تشکر	HAPPY	0
9235	با اینکه در توضیحات درخواست کرده بودم نوشیدنی حتما خنک ارسال شود، کاملا گرم بود.	SAD	1
9236	متاسفانه این رستوران در اوایل که باز شده بود کیفیت خوبی داشت الان واقعا خمیر پیتزاش عینه نان بربری و کیفت بسیار بسیار بدی داشت	SAD	1
9237	تو توضیحات ذکر کردم حتما سس قارچ گذاشته شود ولی نذاشتند خود غذا مثلا قرار سس قارچ داشته ولی کمترین میزان سس رو ریختن وقتی هم میگیم اضافه بزارید نمیزارن اگه واسه سس قارچ هم میخوان هزینه اضافه بگیرن خب تو آیتم‌های منو بزارن که سفارش بدیم یا حداقل زنگ بزنن بگن اگه سس میخواید هزینه اضافی داره والا راضی بودیم هزینش هم بدیم چون بدون این سس هیچ مزه‌ای نداره	SAD	1
9238	چه شمعای خوشگلی مرسی	HAPPY	0
9239	ساندویچ‌ها با کیفیت و داغ بود. ممنون	HAPPY	0
9240	با عجله بسته بندی شده بود.	HAPPY	0
9241	دیر آوردن. سرد بود. بیات شده بود. حجمش کم بود	SAD	1
9242	عالی، خوشمزه و با کیفیت	HAPPY	0
9243	چورک هات داگ خوب بود. برگر کمی خام بود.	HAPPY	0
9244	ممنونم از شیرینی فروشی روژان، همیشه محصولاتشون تازه و با کیفیت و خوشمزه است، سپاس	HAPPY	0
9245	ممنونیم که رستوران نوشابه اسپریت بطری که هیچکس نمیخره رو به عنوان کوپن ارائه میده … متاسفم	SAD	1
9246	عالى و با کیفیت	HAPPY	0
9247	شیرینی دانمارکی تازه و عالی بود پیک هم سر وقت شیرینی را تحویل داد. با تشکر از مدیریت شیرینی سولدوش و اسنپ فود.	HAPPY	0
9248	بسیار عالی و خوب ولی کمکی ادویه تنده	HAPPY	0
9249	مرسی که سوپ هم میدید	HAPPY	0
9250	کیفیت غذا خوب بود، لطفا زمان ارسال سفارش کاهش یابد. ممنون	HAPPY	0
9251	همه چیز عالی بود …	HAPPY	0
9252	از ۶تا تخم مرغی که داخل بسته بود ۲تاش شکسته بود و همه‌ی سفارشارو کثیف کرده بود. به نظر من میشه یه جوری بسته بندی کرد که این اتفاق نیفته	SAD	1
9253	سوپرمارکت ب تاریخ انقضای اجناسی ک میفرسته بی توجهه …ی سری از خریدا مونده و بی کیفیت بود	SAD	1
9254	عالی بود چه از نظر طعم و تمیزی چه از نظر گرم بودن و حجم	HAPPY	0
9255	همه کیک روی هم افتاده بود و له شده بود.. لطفا برای تحویل بیشتر دقت کنید ممنونم..	HAPPY	0
9256	بعد از هات داگ‌های خاص شیلا واقعن این گریل چیکن معرکه است. خیلی خیلی مچکرم	HAPPY	0
9257	سلام هر ادم عاقلی می‌دونه کیک خامه‌ای رو نباید با موتور ارسال کرد، ما فقط ۶۰‎٪ کیک به ما رسید و الباقیشو از دیواره‌های جعبه کیک استفاده کردیم. واقعا دیگه از این سرویستون استفاده نمی‌گنم	SAD	1
9258	این آخرین باری بود که از پرپروک سفارش دادم نزدیک دوساعت طول کشید بفرسته، پپرونی واقعا بد و سرد، چیپس و پنیر اصلا قیمتش با حجمش نمیخوند و انقدر سوخته بود که همون یه ذره هم نتونستیم بخوریم انداختیم دور	SAD	1
9259	سفارش اشتباه ارسال شد	SAD	1
9260	با سلام حجم غذا نسبت به قیمت معمولی بود پیتزا ما مرغ بود ولی مرغش کم بود اصلا ذرت و زیتون نداشت خمیرش هم نازک بود در کل معمولی ۲ نفر رو قریبا سیر میکرد و جا برای بهتر شدن داره باتشکر	SAD	1
9261	خییییلی خوشمزه بود عاااااالی بود	HAPPY	0
9262	خیلی بد بود! پر کالباس‌های بد مزه	SAD	1
9263	تازه و خوش طعم بود فقط یکم زیادی شیرین بود	HAPPY	0
9264	بنظرم خوب بود میتونست طعمش بهتر باشه ولی بازم ممنونم	HAPPY	0
9265	سلام. من دومین بار هست که از طریق اسنپ فود برای این قنادی سفارش میدم هر دو بار هم کاملا راضی بودم چیزکیک و رد ولوت و کیک اشکی شکلاتی سفارش دادم تا حالا طعم و تازگی و کیفیت کیک و شیرینیها خیلی خوبه قیمتش هم مناسبه اسنپ فود هم خیلی زودتر از زمان انتظار، شیرینی رو تحویل داد ممنون از همگی	HAPPY	0
9266	کرم شیرینی مونده و سفت شده بود، مرباهای روی تارت خشک شده و بدمزه بود. اولین بار بود که از این جا شیرینی میگرفتیم و قطعا آخرین بار!	SAD	1
9267	پای سیبی که تحویل گرفتم زیادی خشک بود	HAPPY	0
9268	به موقع و سالم تحویل شد، ممنون	HAPPY	0
9269	نان مانده، کیفیت پایین ساندویچ و همچنین یک ساندویچ سرد ۱ساعت طول کشید تا اماده و ارسال شود!!!	SAD	1
9270	اصلا خوب نبود و وقتی به دستم رسید کاملا سرد بود نتونستم بخورم کیفیت پیتزاش هم پایین بود	SAD	1
9271	نان واقعا تازه بود و غذا هم کیفیتش عالی بود سرعت آوردن غذا هم واقعا خوب بود باتشکر از اسنپ	HAPPY	0
9272	جعبه شیرینی برای ژله مناسب نیست. هر دو تا سفارش با ظاهر نامناسب و تاخیر رسید.	SAD	1
9273	مزه کباب کوبیده خوب بود ولی در قسمتی از ان یک تکه بزرگ بود که شاید (خوشبینانه) پیاز بود گوشت باقالی پلو بیشتر چربی بود	SAD	1
9274	غذا سرد و خشک و به شدت بی کیفیت بود. خیلی هم دیر آمد در مجموع نمره صفر رو می‌گیره	SAD	1
9275	با سلام، علی رغم اینکه یکی از اقلام سفارش داده شده در فاکتور ارسالی تیک خورده بود، فرستاده نشده بود و دارای کسری بود.	SAD	1
9276	پیتزاها همه در جعبه له شده بود اسنپ فود هم پاسخ گو نبود	SAD	1
9277	پیتزا خیلی خوب بود هم حجمش هم طعمش هم بسته بندیش	HAPPY	0
9278	کیفت خیلی پایین خیارشور بو میداد برخورد پیک خیلی خوب بود	SAD	1
9279	کبابش عالی بود (: اما جوجش مونده بود ومزه‌ی خوبی نداشت: (	HAPPY	0
9280	مرغا خام بودن اصلا نمیشد خورد همشو‌ ریختم دور واقعا و دیگه سفارش نمیدم یه بار خوبه یه بار بد	SAD	1
9281	عالی بود هم تازه بود و هم خیلی خوشمزه … پیک هم خیلی خوب آوردش و ظاهر کیک هم خیلی خوب حفظ شده‌بود … ممنونم از همتون	HAPPY	0
9282	غذا لذیذ و خوشمزه بود.. اما غوره‌ها با غذا پخته نشده بود بیشتر شبیه این بود که زرشک پلو میخوریم اما کنارش کمی ترشی غوره ریخته بودن.. ماست هم کوزه‌ای سفارش دادیم که با توجه به قیمت حجم خیلی کمی داشت و البته بسیار چرب بود و اصلا خوشمزه نبود …	HAPPY	0
9283	عالی بود با اینکه فاصله رستوران تا منزل ما زیاد بود ولی غذاها گرم گرم بود و کیفیت عالی. این یعنی احترام به مشتری	HAPPY	0
9284	همونی که میخواستم غذای سالم و رژیمی. سپاس فراوان	HAPPY	0
9285	پیتزای بسیار عالی و خوشمزه‌ای بود با نون نازک و سبک.	HAPPY	0
9286	غذا یخ کرده بود: (	SAD	1
9287	پیتزا مرغ تنوری فوق العاده بود. بسیار طعم خوبی داشت. پیتزا گوشت و قارچ هم خوشمزه بود. مرغ سوخاری پنج تکه از لحاظ ادویه و تندی خوب بود ولی مرغ‌ها بسیار بد بودند و سیاه شده بودند و در کل به درد نخور بود. فیله سوخاری بهتر از مرغ پنج تکه بود ولی اون هم بسیار سفت بود.	HAPPY	0
9288	کالاهایی که از این سوپرمارکت خریدم تازه و خوب بودند. سرویس بسیار خوبی دارند و تنوع کالاهایشان خیلی عالی هست که می‌توانند بر تنوع کالا بیفزایند. میوه و صیفی جات بسیار تازه و عالی ای دارند. با اینکه هزینه اسنپ آن برای منزل ما کمی گران است، اما همیشه از این سوپرمارکت خرید می‌کنم چون کیفیت صیفی جات آنها بالاست.	HAPPY	0
9289	دبل چیز برگر کاملا سرد سرد بود قیمت ساندویچ‌ها با توجه به کیفیتشون بالا بود	SAD	1
9290	شیرینی خامه‌ای دفورمه به دستم رسید.	SAD	1
9291	فوق العاده بی کیفیت	SAD	1
9292	بستنی که داغون شده ته فریزرشون بود و برای ٧ ماه پیش بود فرستادن خوبه توضیحات ذکر کردم بابت تاخیر متاسفم	SAD	1
9293	۲ ساعت واسه ۴ تا آبمیوه!	SAD	1
9294	خیلی عالی ممنونم و این که به موقع رسید و باقی پول رو زحمت کشیده بودید گذاشته بودید	HAPPY	0
9295	هات داگ ویژه قارچ و پنیرش کم بود ولی در کل نسبت به قیمتش خوب بود و به موقع و داغ هم رسید	HAPPY	0
9296	خیلی زود رسید پیتزا پیروزیش عالی بود	HAPPY	0
9297	خوب بود فقط یکم شیرینیش کمتر میبود عالی میشد	HAPPY	0
9298	انتظارم از نخلک خیلی بالاتر بود، چون شیرینی‌های نخلک عالی هستند، ولی این کیک اصلا کیفیت نداشت. کیک ردولولت با پودر آماده رشد، به مراتب از این خوشمزه‌تر است.	SAD	1
9299	عااالی، واقعا خوبید. ممنونم	HAPPY	0
9300	ممنون از دکتر کباب	HAPPY	0
9301	برگر نپخته بود، سس نذاشته بودید، سرد شده بود	SAD	1
9302	مثل همیشه عالی. دستتون درد نکنه و خسته نباشید.	HAPPY	0
9303	گاتا خیلی طعم خوب و منحصر به فردی داشت:) اشترودل پنیر هم‌ خوب بود فقط دلیل سه امتیاز دادنم بخاطر این بود که خوشمزه‌تر هم‌ قبلا از جای دیگر خورده بودم‌؛) باتشکر از خدمات سریع اسنپ	HAPPY	0
9304	صبحانه برگرلند خیلی خوبه، حجمش زیادتر بشه بهترم میشه	HAPPY	0
9305	همه چیز خوب بود، فقط ما چهار تا ایستک خواسته بودیم و دو تا کوکا، که برعکس دو تا ایستک و چهار تا کوکا فرستاده بودن	HAPPY	0
9306	فقط عکس بعضی کیک‌ها با واقعیت کلا فرق داشت. مثلا کیک‌های بای توی سایت مثل تیتاپ بود بعد یه چیز دیگه تحویل گرفتم، لطفا عکسا رو بروزرسانی کنید	HAPPY	0
9307	پیتزا نسبت به قیمتش سایزش کوچک بود اما طعمش خوب بود ساندویچ فیله هم خیلی خوب بود	HAPPY	0
9308	پاستیلی کا درخواست داده بودم تقریبا یک ماه از تاریخ انقضای دو ساله‌اش باقی مانده درحواست مرجوع ان را دارم	HAPPY	0
9309	کیفیت غذا واقعأ پایین بود، روغن زیاد و طعم بد	SAD	1
9310	برنج فوق العاده چرب بود، بادمجون به خوبی سرخ نشده بود و دیگی تنوری که در توضیحات غذا باید دورچین الو اسفناج می‌داشت فاقد هرگونه دورچین بود.	SAD	1
9311	کیفیت کالباس‌ها به طرز وحشتناکی پایین بود.	SAD	1
9312	مثل همیشه عالی ممنون که کیفیت غذاتون هر روز بهتر میشه	HAPPY	0
9313	بهترین قنادی تهران هست تازه و باکیفیت	HAPPY	0
9314	هم مونده بود هم بسیار بدمزه بود. اصلا پیشنهاد نمیکنم	SAD	1
9315	با تشکر از رستوران. نکته اول که جذب میکنه بسته بندی عالی هستش. نکته دوم کنار غذا دورچین بسیار مناسب هستش نکته سوم: شربت زعفران خوش طعم با حجم خوب نکته چهارم: یه پرس برای دونفر کافیه، نکته پنجم: یه ذره کم نمک بود نکته ششم: میشد مرغ و بصورت ریش ریش هم گذاشت لا برنج نکته هفتم: همه چی عالی عالی بود نکته هشتم: من ترکیدم انقدر خوردم و خوش مزه بود. نکته نهم: ارزش مبلغی و که میدید واقعا داره نکته آخر: حلالتون باشه خدا برکت	HAPPY	0
9316	در کل راضی بودم فقط پیک باید یکم بیشتر دقت کنن در حمل وسیله‌ها چون وقتی سفارشم رسید چندتا از تخم مرغ‌ها شکسته بود،	HAPPY	0
9317	سفارش کیک هویج من رو با هماهنگی با کیک اتریشی جایگزین کردند. منم چون مجبور بودم پذیرفتم.	SAD	1
9318	خیلی غذا سرد بوووووود اصلا نتونستم بخورم	SAD	1
9319	پای سیب اصلا آن چیزی نبود که در تصویر بود	HAPPY	0
9320	پسته درجه یک نیست و توش بسته هم داره هسته زردالو هم بعضی هاش تلخه	HAPPY	0
9321	سلام غذا خوب بود ولی ما دوتا دلستر قوطی سفارش داده بودیم یک دونه دلستر آوردند	SAD	1
9322	تخم مرغ بنظر میاد تاریخ دوباره روش خورده و شک در تازگی بودنش۔ ۔۔ شکلات نستله هم کهنه بود۔ این شکلاتی هست که من همیشه از جا‌های دیگه خریده بودم و راضی بودم ولی مال این فروشگاه خیلی کهنه و مونده و اگر میتونستم پس میدادم چون قیمتش هم کرونه و باید بندازیم دور	SAD	1
9323	همبرگر ارسالیشون بد بود گوشت در پایین‌ترین درجه کیفیت قابل خوردن نبود و کاملا دور ریخته شد!!!	SAD	1
9324	جنسهاش متنوع نیست و خیلی گرونتره از جاهای دیگه س متاسفانه اسنپ فود همین یه دونه سوپر رو داره و من اگر مجبور نباشم اصلا از اینجا خرید نمیکنم مثلا سیگاری که تو همه سوپرها ۱۰ تومنه اینجا میده ۱۲ تومن و خیلی جنسهای دیگه که گرونتره	SAD	1
9325	ممنون واقعا … … … ….	HAPPY	0
9326	دست شما درد نکنه خیلی عالی بود تازه و خوشمزه، به تمامی دوستان پیشنهاد میکنم امتحان کنند	HAPPY	0
9327	کیفیت عالی تحویل غذا بسیار با تاخیر همراه بود از زمان سفارش تا لحظه تحویل ۵۵ دقیقه. وبعد از سفارش متوجه شدیم که منوی انتخابی ما به اتمام رسیده وبه اجبار منوی دیگری انتخاب کردیم	HAPPY	0
9328	دو عدد نوشابه سفارش دادم که یکی تحویل شد.	SAD	1
9329	قاشق و چنگال همراه غذا نبود	HAPPY	0
9330	برنج گرم نبود، قورمه سبزی یکدست نبود و گوش له سده توش زیاد بود با لوبیای فراوون. طعمش خوب بود ولی قرمه گوشت بود و خیلی گوشت ریش ریش داشت.	HAPPY	0
9331	بیشتر از ١ ساعت و ربع طول کشید بفرستید اگر نمیتونید سر وقت تحویل بدهید سفارش قبول نکنید مهمون داشتم انقدر دیر اومد که رفتن	HAPPY	0
9332	غذا بسیار دیر و سرد به دست ما رسید. مرغ سوخاری سرد و سیب زمینی ماسیده.	HAPPY	0
9333	فایر هات‌داگ غذای خوشمزه‌ای می‌تونه باشه به شرط اینکه با نان بیات درست نشه و ساندویچ در همون لحظه اول به مرحله‌ای نرسه که نیاز باشه ساندویچ رو با قاشق و چنگال خورد. موهیتوی بسیار خوشمزه‌ای هم همراه غذا بود.	SAD	1
9334	متاسفانه برای دومین بار در حالی که ذکر شده بود نان همراه غذای ارسالی باشد، نان فرستاده نشد!!!	SAD	1
9335	نونش با ارد سفید و خیلی خمیر بود	SAD	1
9336	جدیدا احساس میکنم کیفیت داره کاهش پیدا میکنه …قشنگ تغییر طعم رو میشه حس کرد …بعنوان کسی که مشتری ثابت شما بوده پیشنهاد میکنم حتما بازنگری داشته باشید	HAPPY	0
9337	همه چی عالی، ماستش هم محشر بود	HAPPY	0
9338	پیتزای خوب تازه و با مخالفات خوب و تازه اییه. پنجره‌ای هم هست با حجم خوب	HAPPY	0
9339	سالاد جا دارد که بهتر شود	HAPPY	0
9340	ممنون خیلی خوب وبه موقع ارسال شد	HAPPY	0
9341	عالی. مخصوصا ساندویچ بیکن و تخم مرغش.	HAPPY	0
9342	شیرینی زبان فوق العاده تازه و خوشمزه بود شیرینی گل محمدی نصفش تازه بود نصفش کهنه ولی در کل خیلی خوشمزه بود پیک هم سریع بدستمون رسوند برای عروسی بخایم سفارش بدیم تخفیف داره؟؟	HAPPY	0
9343	در کل عالی بود	HAPPY	0
9344	گوشتی که ماندیدیم بیشتر میخورد سبزیجات باشه تا گوشتو قارچ	SAD	1
9345	خیلی تازه و خوشمزه بود. ممنون	HAPPY	0
9346	کیفیت غذا بسیار پایین بود فقط پیازو گوجه بود …	SAD	1
9347	دوغ گاز دار گلپایگان روش نوشته گاز دار ولی اصلا گاز دا نبود به نظر میرسه تقلبی بوده	SAD	1
9348	بستنی‌ اشتباه فرستاده شده بود	SAD	1
9349	"ظاهرا دیر رسیدن سفارش بدست مشتری و انتظار یک‌ساعته یک مسئله عادی هست برای این رستوران. لطفا"" پیگیری شود‌."	SAD	1
9350	عالی بود هم به موقع رسید هم طمع عالی داشت هم گرم بود	HAPPY	0
9351	سرویس و غذا عالی بود	HAPPY	0
9352	حجمش نسبت به قیمت بینهایت پایین بود مزه معمولی داشت من فکر کردم گرونه ولی شاید مزه خاص داشته باشه ولی مزه کالباس معمولی میداد خیلی هم کوچیک بود، فقط دو لقمه بود	SAD	1
9353	متاسفانه تاریخ مصرفا بروز نیستن	SAD	1
9354	عالی و خوشمزه اما خواهش کرده بودم چند تا سماق بذارن قبلا ۲تا سماق داخل بسته بود اینبار اونا هم نذاشته بودن کاش به اندازه‌ی کیفیتتون یکم به نظر مشتری هم اهمیت میدادید	HAPPY	0
9355	عالی. خصوصا اینکه دقیقا مطابق عکس بود	HAPPY	0
9356	عالی بود، پیتزای باگت که همیشه عالیه اما چیزی که این بار منو سورپرایز کرد این بود که وقتی سفارش دادم، ۴ دقیقه بعد زنگ خونه رو زدند و غذای گرم دستم بود! تازه خونه من تا رستوران هفت هشت تا کوچه فاصله داره. هنوز نفهمیدم چطوری اینقدر سریع به دستم رسید؟!!!	HAPPY	0
9357	هم پر ملات بود هم نسبت به قیمتش حجمش عالی بود	HAPPY	0
9358	غذا کاملا سرد بود ولی کیفیت خوبه	HAPPY	0
9359	چی می‌تونم بگم؟ جز اینکه مثل همیشه تازه و خوشمزه بود. اابته یک جابجایی نون سبوس داشتم که اونم خیلی مهم نبود. می‌شه با اطمینان کامل از تازگی شیرینی از این قنادی خرید کرد. من که مشتری دائمیش شدم. پیک و ارسال هیچ مشکلی نداشت. به موقع هم رسید.	HAPPY	0
9360	فاصله ما تا رستوران باروژ پیاده نهایتا ٧ دقیقه است، ولی غذای ما دقیقا بعد از ٧٠ دقیقه رسید. که این احتمالا هم ضعف این رستورانه و هم ضعف اسنپ فود … غذا هم موقعی که رسید سرد شده بود	SAD	1
9361	خیلی خوب بود چقدرم خوشگل با گوجه و کدو دیزاین کرده بودید حال کردم ممنون	HAPPY	0
9362	سیگار اولترا لایت سفارش داده بودم سیگار لایت اوردن	SAD	1
9363	نسبت به قبل کیفیت غذا به شدت! افت داشته و وقتی رسید کاملا سرد بود و نصفش به سقف جعبه‌اش چسبیده بود.	SAD	1
9364	سلام، کیک ارسال شده در طول مسیر کاملا بهم ریخته بود و راننده پیک بدون اینکه جوابگو باشه رفت و من به عنوان مشتری همیشگی اصلا انتظار این موضوع را نداشتم لطفا سریع پیگیری کنید	SAD	1
9365	مرغ خشک شده بود و مقدار اون بسیار کم بود، برنج رو هم انگار خوب گرم نکرده بودن زیاد تو یخچالشون مونده بود، واقعا خیلی خودمو کنترل کردم تماس نگیرم با رستوران …..	SAD	1
9366	ما برای مهمانی سفارش داده‌بودیم، آنها بلیط قطار داشتند آنقدر دیر رسید که مهمانامون در حال رفتن بودند سه بار تأخیر خورد یک ساعت و نیم علاف شدیم آخرشم یک سیب زمینی که سفارش داده‌بودیم نیاوردند.	SAD	1
9367	خیلی حجیم و خوشمزه بود ۲۰ دقیقه زودتر از وقت تعیین شده رسید	HAPPY	0
9368	به جای شیک نوتلا شیک بادام زمینی اورده بودند ما دیگه پس ندادیم ولی درست نیست اینقدر بی دقتی از اسنپ فود خواهش می‌کنیم تذکر دهند	SAD	1
9369	توی عکس نوشابه مشکی هست اما سفید فرستادند. تکه‌های مرغ بسیار کوچیکه در حدی که من به تنهایی سیر نشدم	HAPPY	0
9370	واقعا دمتون گرم که تو این روزها هم بهترین هستید	HAPPY	0
9371	کیک اصلا تازه نبود	SAD	1
9372	وقتی گزینه‌ای به اسم توضیحات در اسنپ فود وجود داره یعنی باید توسط فست فود خونده بشه و بهش عمل بشه ‌ … متاسفم برای مجموعه سیب … دیگه سفارش نخواهم داد از این مجموعه …	SAD	1
9373	رفتار پیک کاملا بی ادبانه بود	HAPPY	0
9374	اصلا خوب نبود بال سرد و مونده رو اوردن واقعا که	SAD	1
9375	اصلا به نظرات مشتری‌ها توجه نمیکند مشتری مدار در حد صفر	SAD	1
9376	کیفت غذا عالی بود	HAPPY	0
9377	حجم کم و کیفیت بالااا مثل همیشه عالی	HAPPY	0
9378	کباب خیلی بد بو بود …	SAD	1
9379	خوب بود! سبزیشو برداشته بودن ولی!	HAPPY	0
9380	یه ساندویچ یونیک لاکچری بسیار خوشمزه با متریال بسیار باکیفیت و عالی، همه‌ی غذاهاش یک از یک خوشمزه‌تر رستوران محبوبه منه، پاتوق همیشگیه منه، اگه ۵ تا رستوران نامبر وان توی تهران باشه بدون شک یکیش همین رامسی هستش امیدوارم پرروزی باشین و روزیتون هم پر خیر و برکت	HAPPY	0
9381	خیلی خیلی کهنه بود و بی مزه و خشک	SAD	1
9382	نان سنگک خوب بود ولی نان بربری به جز اینکه بسیار خمیر بود حتی داخل کیسه قرار داده نشده بود. حمل نان روی دست توسط پیک وقتی هزینه‌ی بسته بندی گرفته شده است بی معناست.	SAD	1
9383	اسکوئید سوخاری عالی، بیبی اسکویید متوسط، میگو چیلی و مرغ پرتقالی بسیار بسیار ضعیف …در کل راضی نبودم	SAD	1
9384	کیفیت غذا بد بود.	SAD	1
9385	چندمین بار که از این رستوران غذا سفارش میدیم و هر سری غذا خیلی سریع و گرم به دستمون میرسه از این بابت ممنونیم …زرشک پلو با مرغ خوب بود ولی میتونست مرغ کمی طعم دار‌تر باشه	HAPPY	0
9386	هات داگ این رستوران رو سفارش دادم که کیفیت مواد اولیه خوبی نداشت، کیفیت هات داگ اصلا مناسب نبود. علاوه بر این اون ۱۰۰۰ تومنی که پول ظرف میگیرن، پول همون کاغذیه که میپیچن دور ساندویچ گویا. حتما اینو قبل از سفارش در نظر بگیرید که هزار تومن پول کاغذ میدید	SAD	1
9387	چیز کیک تمشک خیلی مونده بود، افتضاااح بود	SAD	1
